Date Posted,Link,Text,Region,Username,Publisher,Label
4/4/20,https://twitter.com/guardiannews/status/1246356712514375683,"Public inquiry into No 10's Covid-19 response inevitable, peer says  https://www.theguardian.com/politics/2020/apr/03/public-inquiry-into-no-10-covid-19-response-inevitable-kerslake-says?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1585986881 ",Europe,guardiannews,Guardian news,1
4/4/20,https://twitter.com/IndiaToday/status/1246435016256524288,"""India is simply not testing enough to fight the Covid-19 virus,"" Rahul Gandhi said on Twitter.
#CoronavirusPandemic #COVID19 https://www.indiatoday.in/india/story/congress-rahul-gandhi-on-clapping-torches-pm-modi-coronavirus-india-1663325-2020-04-04 ",India,indiatoday,IndiaToday,1
4/4/20,https://twitter.com/IndiaToday/status/1246479031937138689,"#CoroanvirusPandemic | Former CEA Arvind Subramanian on unemployment, global crisis due to COVID-19 and more.
#Exclusive #ITVideo @RahulKanwal @ArvindSubraman
Watch the full show at  https://bit.ly/2V2IhKY  pic.twitter.com/CkhbyzmH22",India,indiatoday,IndiaToday,1
4/4/20,https://twitter.com/ndtv/status/1246241575702691841,"German official says US swooped on masks at Bangkok airport

 https://www.ndtv.com/india-news/german-official-says-us-swooped-on-masks-at-bangkok-airport-2205872 
#CoronavirusOutbreak #Covid_19 #CoronavirusPandemic pic.twitter.com/A7mvakNZF4",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246329490856263682,"#COVID-19 #lockdown must be backed up by extensive testing: Priyanka Gandhi Vadra

 https://www.ndtv.com/india-news/covid-19-lockdown-must-be-backed-up-by-extensive-testing-priyanka-gandhi-vadra-2206007 
#CoronavirusPandemic #Coronavirusindia pic.twitter.com/3jNL4X2RYp",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246476079486963712,"""Proud Of You"": Pakistan Air Traffic Controller To Air India's COVID-19 Relief Flights  https://www.ndtv.com/india-news/coronavirus-india-proud-of-you-pakistan-air-traffic-controller-to-air-indias-covid-19-relief-flights-2206217  #NDTVNewsBeeps pic.twitter.com/f9RFE9Yley",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246380055351173120,"Coronavirus India: Amid COVID-19 Worry, Government's DIY Steps For Homemade Masks  https://www.ndtv.com/india-news/coronavirus-india-amid-covid-19-worry-governments-diy-steps-for-homemade-masks-for-all-2206011  #NDTVNewsBeeps pic.twitter.com/xZrqSiXfTx",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246328539252576256,"How doctors are sourcing personal protective equipment amid #COVID-19 crisis

 https://www.ndtv.com/india-news/coronavirus-how-doctors-are-sourcing-personal-protective-equipment-amid-covid-19-crisis-2206000 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/mrSOiSaTAD",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246342831226023941,"Guwahati journalists get special suits in fight against #COVID-19

 https://www.ndtv.com/guwahati-news/coronavirus-cases-india-guwahati-journalists-get-special-suits-in-fight-against-covid-19-2206025 
#CoronavirusLockdown #CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/hOj3HFCN7V",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ndtv/status/1246301234484490242,"#Coronavirus: 60-year-old #COVID-19 patient with ""no travel history"" dies in Bikaner

 https://www.ndtv.com/cities/coronavirus-60-year-old-covid-19-patient-with-no-travel-history-dies-in-bikaner-2205947 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/aNrN3IapeF",India,ndtv,NDTV,1
4/4/20,https://twitter.com/ReutersUK/status/1246493693747646472,Liverpool furlough non-playing staff amid COVID-19 pandemic  https://reut.rs/39IR1uM  pic.twitter.com/7nmpKsJsGM,Europe,reutersuk,Reuters UK,1
4/4/20,https://twitter.com/the_hindu/status/1246505326087733248,"The two leaders held an ""extensive telephonic conversation. ""We had a good discussion, and agreed to deploy the full strength of the India-U.S. partnership to fight COVID-19,  #NarendraModi tweeted.
#CoronavirusOutbreak
#USA https://trib.al/uck06WE ",India,the_hindu,The Hindu,1
4/4/20,https://twitter.com/the_hindu/status/1246361867783561218,"Amazon Founder and CEO Jeff Bezos has announced to donate $100 million to US food banks to help them feed a growing number of outofjob Americans during the ongoing new coronavirus (COVID-19) pandemic.

 https://bit.ly/2V09zBt ",India,the_hindu,The Hindu,1
4/4/20,https://twitter.com/the_hindu/status/1246387783297425410,"JUST IN | Luv Agarwal of Health Ministry gives the age profile of COVID-19 patients: ""9 % cases till 20 years, 42% till 21-40 years, 33% 41-60 years and 17% above 60 years.""

reports @deveshpd",India,the_hindu,The Hindu,1
4/4/20,https://twitter.com/washingtonpost/status/1246277674319970304,Opinion: Health-care workers deserve hazard pay during covid-19 pandemic  https://wapo.st/3dRWP8L ,United States,washingtonpost,The Washington Post,1
4/4/20,https://twitter.com/washingtonpost/status/1246438148793663489,"A funeral is thought to have sparked a covid-19 outbreak in Albany, Ga.  and led to many more funerals  https://wapo.st/3498FXC ",United States,washingtonpost,The Washington Post,1
4/4/20,https://twitter.com/washingtonpost/status/1246580856233373704,"""We could get wiped out"": American Indians have the highest rates of diseases that make covid-19 more lethal  https://wapo.st/34827bQ ",United States,washingtonpost,The Washington Post,1
4/4/20,https://twitter.com/washingtonpost/status/1246411809143357440,Coronavirus unemployment guide: Here's everything you need to know if you've lost your job or been furloughed because of the spread of covid-19  https://wapo.st/2X8h6Rq ,United States,washingtonpost,The Washington Post,1
4/4/20,https://twitter.com/washingtonpost/status/1246229782167203846,Coronavirus unemployment guide: Here's everything you need to know if you've lost your job or been furloughed because of the spread of covid-19  https://wapo.st/2UEi2va ,United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/guardiannews/status/1246750246975279104,Can a face mask protect me from coronavirus? Covid-19 myths busted  https://www.theguardian.com/world/2020/apr/05/face-mask-protect-coronavirus-covid-19-myths-busted?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586074677 ,Europe,guardiannews,Guardian news,1
4/5/20,https://twitter.com/guardiannews/status/1246736364374196226,Breaking point: the week when ministers struggled to keep pace with Covid-19 crisis  https://www.theguardian.com/world/2020/apr/05/breaking-point-the-week-when-ministers-struggled-to-keep-pace-with-covid-19-crisis?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586066812 ,Europe,guardiannews,Guardian news,1
4/5/20,https://twitter.com/guardiannews/status/1246932738332131328,Retired judge and Cummings' uncle Sir John Laws dies after contracting Covid-19  https://www.theguardian.com/law/2020/apr/05/retired-senior-judge-sir-john-laws-dies-after-contracting-coronavirus?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586111319 ,Europe,guardiannews,Guardian news,1
4/5/20,https://twitter.com/IndiaToday/status/1246652031869186048,"#coronavirus #covid19
Brian Lockwood, a 57-year-old British national who was on a tour to #Kerala with 18 other people including his wife from the UK, was tested positive for Covid-19 during his visit. 
(@itsgopikrishnan) https://www.indiatoday.in/india/story/dont-think-i-would-have-been-treated-any-better-in-uk-british-national-cured-covid-19-kerala-1663459-2020-04-05 ",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/IndiaToday/status/1246637452975992832,"#coronavirus #Covid19
West Bengal records 11 new Covid-19 cases, no fresh deaths.
(@iindrojit) https://www.indiatoday.in/india/story/coronavirus-in-india-west-bengal-records-no-fresh-deaths-11-new-covid-19-cases-1663414-2020-04-05 ",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/IndiaToday/status/1246727239896424450,"32-year old Reshma Mohandas, a nurse in #Kerala who tested positive for novel #coronavirus, cannot wait to return to work treating Covid-19 patients.

 https://www.indiatoday.in/india/story/braveheart-kerala-nurse-who-recovered-from-covid-19-keen-on-resuming-duty-in-isolation-ward-1663532-2020-04-05 ",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/IndiaToday/status/1246714753549914112,"#TamilNadu: Health workers were allegedly attacked by a mob when they went to rescue two women and a child related to a Covid-19 patient.
(@shalinilobo93) https://www.indiatoday.in/coronavirus-outbreak/story/covid-19-health-workers-attacked-mob-during-rescue-operation-tamil-nadu-1663526-2020-04-05 ",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/IndiaToday/status/1246851413583384576,"#9Baje9Minute | We lit candles and captured the visuals as residents of Noida joined the country against COVID-19. Watch @Mausamii2u's #ReporterDiary.
#9Baje9Minutes
More videos  http://bit.ly/IndiaTodaySocial  pic.twitter.com/n91RmiNyLl",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/IndiaToday/status/1246761776596672512,"Health Ministry: Covid-19 cases doubled due to Markaz
#ITVideo #CoronavirusOutbreak pic.twitter.com/eQbiktlVMW",India,indiatoday,IndiaToday,1
4/5/20,https://twitter.com/ndtv/status/1246737023311937536,"#Coronavirus survivor was warmly greeted by his neighbours after returning home from quarantine.

#CoronavirusPandemic #CoronavirusIndia
COVID-19 live updates here:  https://www.ndtv.com/india-news/coronavirus-live-updates-covid-19-cases-cross-3-000-in-india-donald-trump-requests-pm-modi-to-releas-2206309  pic.twitter.com/Zi3RedwHo4",India,ndtv,NDTV,1
4/5/20,https://twitter.com/ndtv/status/1246739567035576320,"PM Modi dials Sonia Gandhi, ex-Presidents to discuss #COVID-19: Sources

 https://www.ndtv.com/india-news/coronavirus-india-pm-modi-calls-pranab-mukherjee-pratibha-patil-opposition-leaders-including-sonia-g-2206472 
#CoronavirusOutbreak #CoronavirusPandemic #Coronavirusindia pic.twitter.com/LE3xDZH7nn",India,ndtv,NDTV,1
4/5/20,https://twitter.com/ndtv/status/1246681681232384000,India To Turn Off Lights For 9 Minutes Tonight On PM's COVID-19 Appeal  https://www.ndtv.com/india-news/coronavirus-india-india-to-turn-off-lights-for-9-minutes-tonight-on-pms-covid-19-appeal-2206323  #NDTVNewsBeeps #coronavirus #COVID19Pandemic pic.twitter.com/eHBMcrta1T,India,ndtv,NDTV,1
4/5/20,https://twitter.com/ReutersUK/status/1246660275069161472,Liverpool furlough non-playing staff amid COVID-19 pandemic  https://reut.rs/349MIri  pic.twitter.com/o4GyyKPYmy,Europe,reutersuk,Reuters UK,1
4/5/20,https://twitter.com/ReutersUK/status/1246859038471737347,"As COVID-19 deaths steady, Italy's health minister eyes next phase  https://reut.rs/2wVGRtP  pic.twitter.com/MD9biAO9h3",Europe,reutersuk,Reuters UK,1
4/5/20,https://twitter.com/the_hindu/status/1246804806703906820,"Sanitation worker at NDMC's Charak Palika hospital in Moti Bagh, #Delhi, tests positive for COVID-19, say officials.
Updates on the #CoronavirusOutbreak - https://trib.al/mR6Bv4W ",India,the_hindu,The Hindu,1
4/5/20,https://twitter.com/the_hindu/status/1246680215490899969,"Nine more cases of COVID-19 have come to light in #Ghaziabad, Uttar Pradesh. All of them attended the #TablighiJamaat event in Nizamuddin area of #Delhi https://bit.ly/3aVehrf ",India,the_hindu,The Hindu,1
4/5/20,https://twitter.com/the_hindu/status/1246653791501459456,"Despatch from #Tokyo | Long before #COVID-19, social distancing, washing hands and mask-wearing were common in #Japan https://bit.ly/2xS0zGY ",India,the_hindu,The Hindu,1
4/5/20,https://twitter.com/the_hindu/status/1246646241666027520,"COVID-19 #death toll in #India exceeded 100, with the country reporting 104 deaths, including two in Tamil Nadu

Click here for updates on Day 12 of the coronavirus #lockdown https://bit.ly/2x5DWOZ ",India,the_hindu,The Hindu,1
4/5/20,https://twitter.com/the_hindu/status/1246628625451016198,"Prime Minister #NarendraModi directed officials to ensure sufficient availability of all essential medical equipment such as personal protective equipment, masks, gloves and ventilators after reviewing #India's preparedness to deal with #COVID-19

 https://bit.ly/2UVLUlO ",India,the_hindu,The Hindu,1
4/5/20,https://twitter.com/nytimes/status/1246875305266024448,"In Opinion

""We can use these searches to help detect unknown Covid-19 outbreaks, particularly in parts of the world with poor testing infrastructure,"" writes Seth Stephens-Davidowitz.  https://nyti.ms/3dY3OwQ ",United States,nytimes,The New York Times,1
4/5/20,https://twitter.com/nytimes/status/1246832490049941505,"Breaking News: A Navy captain who was removed from command of a coronavirus-stricken aircraft carrier tested positive for Covid-19, friends say  https://nyti.ms/2xPFIE9 ",United States,nytimes,The New York Times,1
4/5/20,https://twitter.com/nytimes/status/1246829701483692034,"Now a month into the nationwide lockdown, the number of new coronavirus cases in Italy seems to be decreasing. But more than 124,000 people have tested positive for Covid-19. And the country's death toll is the highest in the world and still rising.  pic.twitter.com/wSWQGJehF8",United States,nytimes,The New York Times,1
4/5/20,https://twitter.com/washingtonpost/status/1246852592665341953,"IT manager who loved trivia and once appeared on ""Jeopardy!"" dies of covid-19  https://wapo.st/3dVBz1M ",United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/washingtonpost/status/1246891402677694471,"Perspective: Gov. Cuomo is wrong, covid-19 is anything but an equalizer  https://wapo.st/34gdChw ",United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/washingtonpost/status/1246793385710682117,"In the ICU, health-care workers with little to offer covid-19 patients soldier on  https://wapo.st/34dHVW8 ",United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/washingtonpost/status/1246805802960195585,21 new deaths as D.C. region marks largest one-day spike in covid-19 fatalities  https://wapo.st/34coHQm ,United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/washingtonpost/status/1246752006812897281,"In the ICU, health-care workers with little to offer covid-19 patients soldier on  https://wapo.st/2xS1HKl ",United States,washingtonpost,The Washington Post,1
4/5/20,https://twitter.com/washingtonpost/status/1246622778565984258,"In the ICU, health-care workers with little to offer covid-19 patients soldier on  https://wapo.st/2X5V7L7 ",United States,washingtonpost,The Washington Post,1
4/6/20,https://twitter.com/BBCNews/status/1246968022188863488,Coronavirus: Video games add 'stay at home' Covid-19 adverts  https://bbc.in/3bZZyvf ,Europe,bbcnews,BBC News (UK),1
4/6/20,https://twitter.com/BBCNews/status/1247148833378885634,"Airbnb hosts defy lockdown laws with 'Covid-19 retreats' 

 http://bbc.in/2X9ygyh ",Europe,bbcnews,BBC News (UK),1
4/6/20,https://twitter.com/CDCgov/status/1247211280261427201,"New @CDCMMWR report is the first to look at #COVID19 illness in kids in the U.S. Among more than 2,500 cases of COVID-19 in children in the U.S., three children reportedly died.  http://bit.ly/MMWR_COVID19Children  pic.twitter.com/NPGiM7Hwgk",United States,cdcgov,CDC,1
4/6/20,https://twitter.com/guardiannews/status/1247238692101664769,Iranian official backtracks after calling Chinese Covid-19 figures a 'joke'  https://www.theguardian.com/world/2020/apr/06/iranian-official-backtracks-after-calling-chinese-covid-19-figures-a-joke?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586197274 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/guardiannews/status/1247227473819054081,Former world officials call on US to ease Iran sanctions to fight Covid-19  https://www.theguardian.com/world/2020/apr/06/former-world-officials-call-on-us-to-ease-iran-sanctions-to-fight-covid-19?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586194661 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/guardiannews/status/1247290431941066757,Fears that Britons self-isolating with Covid-19 may seek help too late  https://www.theguardian.com/world/2020/apr/06/fears-britons-self-isolating-covid-19-seek-help-too-late?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586211094 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/guardiannews/status/1247119641740283905,Calls to legislate Covid-19 eviction moratoriums as ACT accused of pursuing social housing tenants  https://www.theguardian.com/world/2020/apr/06/calls-to-legislate-covid-19-eviction-moratoriums-as-act-accused-of-pursuing-social-housing-tenants?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586155158 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/guardiannews/status/1247051936035221504,PM's Covid-19 timeline: from 'mild symptoms' to hospital admission  https://www.theguardian.com/world/2020/apr/05/timeline-boris-johnson-and-coronavirus?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586129360 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/guardiannews/status/1247078157020213251,Israel Folau payout at risk as Rugby Australia reels from Covid-19  report | Israel Folau | The Guardian  https://www.theguardian.com/sport/2020/apr/06/israel-folau-payout-at-risk-as-rugby-australia-reels-from-covid-19-report?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586133732 ,Europe,guardiannews,Guardian news,1
4/6/20,https://twitter.com/IndiaToday/status/1247092701394165762,"""I gave the slogan in February, when the Covid-19 situation was not as bad in India. At that time people were saying, will this make corona go away?,"" Union minister Ramdas Athawale said.
#CoronavirusCrisis #Covid19 https://www.indiatoday.in/india/story/go-corona-go-slogan-has-become-world-famous-claims-ramdas-athawale-1663884-2020-04-06 ",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247144318298542080,"#IndiaFightsCorona | ""We will remain under lockdown till even a single case of Covid-19 is present in the state.""
(By @abhishek6164) https://www.indiatoday.in/india/story/coronavirus-lockdown-uttar-pardesh-new-order-extension-1663976-2020-04-06 ",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247032773149253632,"As per the Ministry of Health and Family Welfare, India's Covid-19 tally climbed to 4,067 cases with an increase of 490 cases in the last 12 hours ending Monday morning. 
#CoronavirusCrisis #Covid19 https://www.indiatoday.in/india/story/coronavirus-india-number-cases-covid19-death-toll-news-update-health-ministry-1663772-2020-04-06 ",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247043849047773186,"BJP MP Swapan Dasgupta questioned West Bengal govt over missing Covid-19 bulletins
#CoronavirusCrisis #Covid19 #Politics https://www.indiatoday.in/india/story/bjp-mp-swapan-dasgupta-questions-missing-covid-19-data-on-wb-govt-portal-1663788-2020-04-06 ",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247063975121977344,"At least 26 nurses and three doctors of the first hospital were tested positive for #Covid19, while 10 Covid-19 positive staffers, including six nurses were traced in the second hospital.
#Mumbai #CoronavirusCrisis https://www.indiatoday.in/india/story/2-mumbai-hospitals-declared-containment-zone-as-several-doctors-nurses-test-positive-for-covid-19-1663820-2020-04-06 ",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247072385238323201,"PM Modi holds Cabinet meeting on Covid-19 crisis via video conferencing
#CoronavirusCrisis #Covid19
#Coronavirus Live News Updates:  https://bit.ly/3bVaslP  pic.twitter.com/OuL1TBUuTw",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247212385695227907,"#IndiaFightsCorona | #Tripura record first Covid-19 positive case: Tripura CM @BjpBiplab
#Coronavirus LIVE updates -  https://bit.ly/2yGpH3T  pic.twitter.com/kwTSMcI1NP",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247199205946347521,"#IndiaFightsCorona | Take a look at how COVID-19 deaths are doubling fastest in #Spain while it doubles every 4 days in #India. #DIU
#Coronavirus LIVE updates -  https://bit.ly/2yGpH3T  pic.twitter.com/0tqlulftw5",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/IndiaToday/status/1247051767113822211,"#CoronaVirusOutbreak: J&K's Covid-19 tally crosses 100 mark. What is the state's strategy to combat the challenge, @kansalrohit69, principal secretary, information department tells India Today's @PoojaShali.
#ITVideo pic.twitter.com/rd5lDauqkt",India,indiatoday,IndiaToday,1
4/6/20,https://twitter.com/ndtv/status/1246963066178129920,"Italy starts to look ahead to 'phase two' as #COVID-19 death count slows

 https://www.ndtv.com/world-news/italy-starts-to-look-ahead-to-phase-two-as-covid-19-death-count-slows-2206637  pic.twitter.com/ae1KobLVHQ",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1246983533136154624,British PM Boris Johnson Admitted To Hospital For COVID-19 Tests  https://www.ndtv.com/world-news/british-prime-minister-boris-johnson-admitted-to-hospital-for-covid-19-tests-2206642  #NDTVNewsBeeps pic.twitter.com/o6X7Gaypne,India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247058375088566272,"China must tell ""raw truth"", says Indian-American who survived #COVID-19

 https://www.ndtv.com/indians-abroad/coronavirus-china-must-tell-raw-truth-says-indian-american-who-survived-covid-19-2206841 
#CoronavirusOutbreak #CoronavirusPandemic pic.twitter.com/oleguKfyue",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247138636149198848,"Mumbai Wockhardt Hospital Cordoned Off As 26 Nurses, 3 Doctors Test COVID-19 +ve  https://www.ndtv.com/india-news/mumbais-wockhardt-hospital-declared-containment-zone-after-26-nurses-three-doctors-test-positive-for-2206851  #NDTVNewsBeeps #Coronavirus #CoronavirusOutbreak pic.twitter.com/zpkoHPcZTx",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1246978226007740416,India Lights Lamps To Show Unity In Fight Against COVID-19  https://www.ndtv.com/india-news/india-lights-lamps-to-show-unity-in-fight-against-covid-19-2206576  #NDTVNewsBeeps pic.twitter.com/TJB2rRtZc4,India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247021091698049024,"""Greatest emergency since independence"": Raghuram Rajan on #COVID-19

 https://www.ndtv.com/india-news/greatest-emergency-since-independence-rbi-chief-raghuram-rajan-on-covid-19-2206716 
#CoronavirusOutbreakindia #Coronaviruslockdown pic.twitter.com/eE9fcs6br6",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247017070769754113,"""India enters crucial 2-week period today"": P Chidambaram on #COVID-19

 https://www.ndtv.com/india-news/coronavirus-lockdown-india-p-chidambaram-on-centre-covid-19-response-pm-modi-outreach-to-opposition-2206705 
#coronavirusindia #CoronavirusOutbreak pic.twitter.com/WSir8szSyV",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247236029477765120,"700 New COVID-19 Cases In 24 Hours, Deaths Cross 100: 10 Points  https://www.ndtv.com/india-news/coronavirus-deaths-cross-100-in-india-32-in-the-last-24-hours-highest-so-far-2206700  #NDTVNewsBeeps #Coronavirus #CoronavirusOutbreak pic.twitter.com/pMbynfTjMO",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1246977046368194562,Centre's Aggressive Containment Plan To Control Runaway COVID-19 Spread  https://www.ndtv.com/india-news/coronavirus-centres-aggressive-containment-plan-to-control-runaway-covid-19-spread-2206513  #NDTVNewsBeeps pic.twitter.com/P7pDwKMEay,India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247006365416996865,"On BJP's 40th foundation day, PM's message to party workers on #COVID-19

 https://www.ndtv.com/india-news/bjp-40th-foundation-day-pm-narendra-modis-messsage-to-party-workers-on-coronavirus-2206687 
#coronavirusindia pic.twitter.com/DWFDEThVAI",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247107456121085955,"Coronavirus COVID-19 Delhi - ""Money Isn't The Problem"": Arvind Kejriwal On Gautam Gambhir's Offer  https://www.ndtv.com/delhi-news/coronavirus-delhi-arvind-kejriwal-on-gautam-gambhirs-offer-money-isnt-the-problem-2206910  #NDTVNewsBeeps pic.twitter.com/d2zFghZ8I9",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247200524367093766,"Case against Maharashtra BJP MLA for distributing ration amid lockdown  http://ndtv.com/india-news/coronavirus-case-against-maharashtra-bjp-mla-dadarao-keche-for-distributing-ration-amid-lockdown-2207226 
#CoronavirusLockdown #Covid_19 pic.twitter.com/2wA1kYMmnX",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247051624125804545,"#Watch | ""Request each worker to feed the poor"": PM Modi

#CoronavirusOutbreak #CoronavirusPandemic #Covid_19 pic.twitter.com/79sLtX1ufp",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247050492737245184,"#Watch | ""There is a long way to go in this battle but we have to win it"": PM Modi

#CoronavirusOutbreak #CoronavirusPandemic #Covid_19 pic.twitter.com/RZGpUfjFM9",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ndtv/status/1247047620247371782,"#Watch | ""India's efforts in battle against #coronavirus have set an example for other countries"": PM Modi

#CoronavirusOutbreak #CoronavirusPandemic #Covid_19 pic.twitter.com/p8v8KCUjkD",India,ndtv,NDTV,1
4/6/20,https://twitter.com/ReutersUK/status/1247249127777406977,"Prime Minister Boris Johnson moved to intensive care as COVID-19 symptoms worsen  https://reut.rs/3bYWU8G 

Follow our live blog for updates:  https://reut.rs/2XdHDwT  pic.twitter.com/DXOWkSKRYQ",Europe,reutersuk,Reuters UK,1
4/6/20,https://twitter.com/ReutersUK/status/1247269692538060801,"The United States was preparing for what one official called the 'peak death week' of the coronavirus, while across the Atlantic British Prime Minister Boris Johnson, the most prominent person with COVID-19, was taken to intensive care  https://reut.rs/39PhAif  pic.twitter.com/nC1jwP76Qd",Europe,reutersuk,Reuters UK,1
4/6/20,https://twitter.com/ReutersUK/status/1247186217483018243,PM Johnson in hospital with persistent COVID-19 symptoms but still working  https://reut.rs/39NyRbw  pic.twitter.com/XuHRNFfQWx,Europe,reutersuk,Reuters UK,1
4/6/20,https://twitter.com/ReutersUK/status/1247221411250307075,"GSK to partner with Vir for potential COVID-19 treatments, invest $250 million  https://reut.rs/2yEk2v2  pic.twitter.com/VAWTdoyAjr",Europe,reutersuk,Reuters UK,1
4/6/20,https://twitter.com/ReutersUK/status/1247218887965446144,UK shares surge as slowing COVID-19 deaths calm mood  https://reut.rs/2V6hAVx  pic.twitter.com/shJh3kFwEP,Europe,reutersuk,Reuters UK,1
4/6/20,https://twitter.com/the_hindu/status/1247222583579344902,"So far, there are three COVID-19 related deaths in West Bengal 
 https://trib.al/xGPzZuy ",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247159641840238592,"Till now, officials have tracked approximately 7,000 close contacts of patients who have tested positive for COVID-19, in Tamil Nadu  https://trib.al/u1OmqOY ",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247096709735424001,"#UnitedNations chief Antonio Guterres called for setting up emergency warning systems in pharmacies and groceries, and for safe ways for women to seek support, without alerting their abusers  https://bit.ly/3bRUWHi 
#Covid_19",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247075033404657665,"Central #Zoo Authority said mammals, especially cats, ferret and primates, need to be carefully monitored  https://bit.ly/34fhVcO 
#Covid_19 #BronxZoo",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247079094350532608,"#Kasaragod has been one of the worst COVID-affected districts in #Kerala, and has 119 out of the 256 patients currently under treatment in the State  https://bit.ly/2yCNgKM 
#COVID19",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247114430556635138,"Food Corporation of India has stock of 55.47 million metric tonne foodgrain, 1.3 lakh metric tonne wheat and 1.32 metric tonne rice transported to several States: Health Ministry 

Updates:  https://bit.ly/2XeuhjU 
#Covid_19",India,the_hindu,The Hindu,1
4/6/20,https://twitter.com/the_hindu/status/1247070429476458497,"Manju Tiwari apologised for her 'carelessness' and said she got carried away by the 'Deepavali-like' atmosphere  https://bit.ly/2UMyWrN 
#Covid_19",India,the_hindu,The Hindu,1
